X,Y,id,Name,icon_url
11.4254322134981,47.2841984844521,"1",Größeres Exemplar,./0.png
11.4414547659686,47.2858501548962,"2",Das von Dir Gefundene,./0.png
11.4676460066184,47.2996478450262,"5",Thaur Romedius,./0.png
